id,municipality,state,latitude,longitude
4389,Santa Rita do Passa Quatro,São Paulo,-21.7083,-47.478
4390,Santa Rita do Sapucaí,Minas Gerais,-22.2461,-45.7034
4391,Santa Rita do Tocantins,Tocantins,-10.8617,-48.9161
4392,Santa Rita do Trivelato,Mato Grosso,-13.8146,-55.2706
4393,Santa Rosa,Rio Grande do Sul,-27.8702,-54.4796
4394,Santa Rosa da Serra,Minas Gerais,-19.5186,-45.9611
4395,Santa Rosa de Goiás,Goiás,-16.084,-49.4953
4396,Santa Rosa de Lima,Sergipe,-10.6434,-37.1931
4397,Santa Rosa de Lima,Santa Catarina,-28.0331,-49.133
4398,Santa Rosa de Viterbo,São Paulo,-21.4776,-47.3622
4399,Santa Rosa do Piauí,Piauí,-6.79581,-42.2814
4400,Santa Rosa do Purus,Acre,-9.44652,-70.4902
4401,Santa Rosa do Sul,Santa Catarina,-29.1313,-49.7109
4402,Santa Rosa do Tocantins,Tocantins,-11.4474,-48.1216
4403,Santa Salete,São Paulo,-20.2429,-50.6887
4404,Santa Teresa,Espírito Santo,-19.9363,-40.5979
4405,Santa Teresinha,Paraíba,-7.07964,-37.4435
4406,Santa Tereza,Rio Grande do Sul,-29.1655,-51.7351
4407,Santa Tereza de Goiás,Goiás,-13.7138,-49.0144
4408,Santa Tereza do Oeste,Paraná,-25.0543,-53.6274
4409,Santa Tereza do Tocantins,Tocantins,-10.2746,-47.8033
4410,Santa Terezinha,Mato Grosso,-10.4704,-50.514
4411,Santa Terezinha,Pernambuco,-7.37696,-37.4787
4412,Santa Terezinha,Santa Catarina,-26.7813,-50.009
4413,Santa Terezinha de Goiás,Goiás,-14.4326,-49.7091
4414,Santa Terezinha do Progresso,Santa Catarina,-26.624,-53.1997
4415,Santa Terezinha do Tocantins,Tocantins,-6.44438,-47.6684
4416,Santa Vitória,Minas Gerais,-18.8414,-50.1208
4417,Santa Vitória do Palmar,Rio Grande do Sul,-33.525,-53.3717
4418,Santaluz,Bahia,-11.2508,-39.375
4419,Santana,Bahia,-12.9792,-44.0506
4420,Santana,Amapá,-0.045434,-51.1729
4421,Santana da Boa Vista,Rio Grande do Sul,-30.8697,-53.11
4422,Santana da Ponte Pensa,São Paulo,-20.2523,-50.8014
4423,Santana da Vargem,Minas Gerais,-21.2449,-45.5005
4424,Santana de Cataguases,Minas Gerais,-21.2893,-42.5524
4425,Santana de Mangueira,Paraíba,-7.54705,-38.3236
4426,Santana de Pirapama,Minas Gerais,-18.9962,-44.0409
4427,Santana do Acaraú,Ceará,-3.46144,-40.2118
4428,Santana do Araguaia,Pará,-9.3281,-50.35
4429,Santana do Cariri,Ceará,-7.17613,-39.7302
4430,Santana do Deserto,Minas Gerais,-21.9512,-43.1583
4431,Santana do Garambéu,Minas Gerais,-21.5983,-44.105
4432,Santana do Ipanema,Alagoas,-9.36999,-37.248
4433,Santana do Itararé,Paraná,-23.7587,-49.6293
4434,Santana do Jacaré,Minas Gerais,-20.9007,-45.1285
4435,Santana do Manhuaçu,Minas Gerais,-20.1031,-41.9278
4436,Santana do Maranhão,Maranhão,-3.109,-42.4064
4437,Santana do Matos,Rio Grande do Norte,-5.94605,-36.6578
4438,Santana do Mundaú,Alagoas,-9.17141,-36.2176
4439,Santana do Paraíso,Minas Gerais,-19.3661,-42.5446
4440,Santana do Piauí,Piauí,-6.94696,-41.5178
4441,Santana do Riacho,Minas Gerais,-19.1662,-43.722
4442,Santana do São Francisco,Sergipe,-10.2922,-36.6105
4443,Santana do Seridó,Rio Grande do Norte,-6.76643,-36.7312
4444,Santana dos Garrotes,Paraíba,-7.38162,-37.9819
4445,Santana dos Montes,Minas Gerais,-20.7868,-43.6949
4446,Santanópolis,Bahia,-12.0311,-38.8694
4447,Santarém,Pará,-2.43849,-54.6996
4448,Joca Claudino,Paraíba,-6.48362,-38.4764
4449,Santarém Novo,Pará,-0.93097,-47.3855
4450,Santiago,Rio Grande do Sul,-29.1897,-54.8666
4451,Santiago do Sul,Santa Catarina,-26.6388,-52.6799
4452,Santo Afonso,Mato Grosso,-14.4945,-57.0091
4453,Santo Amaro,Bahia,-12.5472,-38.7137
4454,Santo Amaro da Imperatriz,Santa Catarina,-27.6852,-48.7813
4455,Santo Amaro das Brotas,Sergipe,-10.7892,-37.0564
4456,Santo Amaro do Maranhão,Maranhão,-2.50068,-43.238
4457,Santo Anastácio,São Paulo,-21.9747,-51.6527
4458,Santo André,Paraíba,-7.22016,-36.6213
4459,Santo André,São Paulo,-23.6737,-46.5432
4460,Santo Ângelo,Rio Grande do Sul,-28.3001,-54.2668
4461,Santo Antônio,Rio Grande do Norte,-6.31195,-35.4739
4462,Santo Antônio da Alegria,São Paulo,-21.0864,-47.1464
4463,Santo Antônio da Barra,Goiás,-17.5585,-50.6345
4464,Santo Antônio da Patrulha,Rio Grande do Sul,-29.8268,-50.5175
4465,Santo Antônio da Platina,Paraná,-23.2959,-50.0815
4466,Santo Antônio das Missões,Rio Grande do Sul,-28.514,-55.2251
4467,Santo Antônio de Goiás,Goiás,-16.4815,-49.3096
4468,Santo Antônio de Jesus,Bahia,-12.9614,-39.2584
4469,Santo Antônio de Lisboa,Piauí,-6.98676,-41.2252
4470,Santo Antônio de Pádua,Rio de Janeiro,-21.541,-42.1832
4471,Santo Antônio de Posse,São Paulo,-22.6029,-46.9192
4472,Santo Antônio do Amparo,Minas Gerais,-20.943,-44.9176
4473,Santo Antônio do Aracanguá,São Paulo,-20.9331,-50.498
4474,Santo Antônio do Aventureiro,Minas Gerais,-21.7606,-42.8115
4475,Santo Antônio do Caiuá,Paraná,-22.7351,-52.344
4476,Santo Antônio do Descoberto,Goiás,-15.9412,-48.2578
4477,Santo Antônio do Grama,Minas Gerais,-20.3185,-42.6047
4478,Santo Antônio do Içá,Amazonas,-3.09544,-67.9463
4479,Santo Antônio do Itambé,Minas Gerais,-18.4609,-43.3006
4480,Santo Antônio do Jacinto,Minas Gerais,-16.5332,-40.1817
4481,Santo Antônio do Jardim,São Paulo,-22.1121,-46.6845
4482,Santo Antônio do Monte,Minas Gerais,-20.085,-45.2947
4483,Santo Antônio do Palma,Rio Grande do Sul,-28.4956,-52.0267
4484,Santo Antônio do Paraíso,Paraná,-23.4969,-50.6455
4485,Santo Antônio do Pinhal,São Paulo,-22.827,-45.663
4486,Santo Antônio do Planalto,Rio Grande do Sul,-28.403,-52.6992
4487,Santo Antônio do Retiro,Minas Gerais,-15.3393,-42.6171
4488,Santo Antônio do Rio Abaixo,Minas Gerais,-19.2374,-43.2604
4489,Santo Antônio do Sudoeste,Paraná,-26.0737,-53.7251
4490,Santo Antônio do Tauá,Pará,-1.1522,-48.1314
4491,Santo Antônio dos Lopes,Maranhão,-4.86613,-44.3653
4492,Santo Antônio dos Milagres,Piauí,-6.04647,-42.7123
4493,Santo Augusto,Rio Grande do Sul,-27.8526,-53.7776
4494,Santo Cristo,Rio Grande do Sul,-27.8263,-54.662
4495,Santo Estêvão,Bahia,-12.428,-39.2505
4496,Santo Expedito,São Paulo,-21.8467,-51.3929
4497,Santo Expedito do Sul,Rio Grande do Sul,-27.9074,-51.6434
4498,Santo Hipólito,Minas Gerais,-18.2968,-44.2229
4499,Santo Inácio,Paraná,-22.6957,-51.7969
4500,Santo Inácio do Piauí,Piauí,-7.42072,-41.9063
4501,Santópolis do Aguapeí,São Paulo,-21.6376,-50.5044
4502,Santos,São Paulo,-23.9535,-46.335
4503,Santos Dumont,Minas Gerais,-21.4634,-43.5499
4504,São Benedito,Ceará,-4.04713,-40.8596
4505,São Benedito do Rio Preto,Maranhão,-3.33515,-43.5287
4506,São Benedito do Sul,Pernambuco,-8.8166,-35.9453
4507,São Bentinho,Paraíba,-6.88596,-37.7243
4508,São Bento,Maranhão,-2.69781,-44.8289
4509,São Bento,Paraíba,-6.48529,-37.4488
4510,São Bento Abade,Minas Gerais,-21.5839,-45.0699
4511,São Bento do Norte,Rio Grande do Norte,-5.09259,-35.9587
4512,São Bento do Sapucaí,São Paulo,-22.6837,-45.7287
4513,São Bento do Sul,Santa Catarina,-26.2495,-49.3831
4514,São Bento do Tocantins,Tocantins,-6.0258,-47.9012
4515,São Bento do Trairí,Rio Grande do Norte,-6.33798,-36.0863
4516,São Bento do Una,Pernambuco,-8.52637,-36.4465
4517,São Bernardino,Santa Catarina,-26.4739,-52.9687
4518,São Bernardo,Maranhão,-3.37223,-42.4191
4519,São Bernardo do Campo,São Paulo,-23.6914,-46.5646
4520,São Bonifácio,Santa Catarina,-27.9009,-48.9326
4521,São Borja,Rio Grande do Sul,-28.6578,-56.0036
4522,São Brás do Suaçuí,Minas Gerais,-20.6242,-43.9515
4523,São Braz do Piauí,Piauí,-9.05797,-43.0076
4524,São Caetano de Odivelas,Pará,-0.747293,-48.0246
4525,São Caetano do Sul,São Paulo,-23.6229,-46.5548
4526,São Carlos,Santa Catarina,-27.0798,-53.0037
4527,São Carlos,São Paulo,-22.0174,-47.886
4528,São Carlos do Ivaí,Paraná,-23.3158,-52.4761
4529,São Cristóvão,Sergipe,-11.0084,-37.2044
4530,São Cristovão do Sul,Santa Catarina,-27.2666,-50.4388
4531,São Desidério,Bahia,-12.3572,-44.9769
4532,São Domingos,Santa Catarina,-26.5548,-52.5313
4533,São Domingos,Bahia,-11.4649,-39.5268
4534,São Domingos,Sergipe,-10.7916,-37.5685
4535,São Domingos das Dores,Minas Gerais,-19.5246,-42.0106
4536,São Domingos do Araguaia,Pará,-5.53732,-48.7366
4537,São Domingos do Azeitão,Maranhão,-6.81471,-44.6509
4538,São Domingos do Capim,Pará,-1.68768,-47.7665
4539,São Domingos do Cariri,Paraíba,-7.63273,-36.4374
4540,São Domingos do Maranhão,Maranhão,-5.58095,-44.3822
4541,São Domingos do Norte,Espírito Santo,-19.1452,-40.6281
4542,São Domingos do Prata,Minas Gerais,-19.8678,-42.971
4543,São Domingos do Sul,Rio Grande do Sul,-28.5312,-51.886
4544,São Felipe,Bahia,-12.8394,-39.0893
4545,São Felipe D'Oeste,Rondônia,-11.9023,-61.5026
4546,São Félix,Bahia,-12.6104,-38.9727
4547,São Félix de Balsas,Maranhão,-7.07535,-44.8092
4548,São Félix de Minas,Minas Gerais,-18.5959,-41.4889
4549,São Félix do Araguaia,Mato Grosso,-11.615,-50.6706
4550,São Félix do Coribe,Bahia,-13.4019,-44.1837
4551,São Félix do Piauí,Piauí,-5.93485,-42.1172
4552,São Félix do Tocantins,Tocantins,-10.1615,-46.6618
4553,São Félix do Xingu,Pará,-6.64254,-51.9904
4554,São Fernando,Rio Grande do Norte,-6.37975,-37.1864
4555,São Fidélis,Rio de Janeiro,-21.6551,-41.756
4556,São Francisco,São Paulo,-20.3623,-50.6952
4557,São Francisco,Paraíba,-6.60773,-38.0968
4558,São Francisco,Sergipe,-10.3442,-36.8869
4559,São Francisco,Minas Gerais,-15.9514,-44.8593
4560,São Francisco de Assis,Rio Grande do Sul,-29.5547,-55.1253
4561,São Francisco de Goiás,Goiás,-15.9256,-49.2605
4562,São Francisco de Itabapoana,Rio de Janeiro,-21.4702,-41.1091
4563,São Francisco de Paula,Rio Grande do Sul,-29.4404,-50.5828
4564,São Francisco de Paula,Minas Gerais,-20.7036,-44.9838
4565,São Francisco de Sales,Minas Gerais,-19.8611,-49.7727
4566,São Francisco do Brejão,Maranhão,-5.12584,-47.389
4567,São Francisco do Conde,Bahia,-12.6183,-38.6786
4568,São Francisco do Glória,Minas Gerais,-20.7923,-42.2673
4569,São Francisco do Guaporé,Rondônia,-12.052,-63.568
4570,São Francisco do Maranhão,Maranhão,-6.25159,-42.8668
4571,São Francisco do Oeste,Rio Grande do Norte,-5.97472,-38.1519
4572,São Francisco do Pará,Pará,-1.16963,-47.7917
4573,São Francisco do Piauí,Piauí,-7.2463,-42.541
4574,São Francisco do Sul,Santa Catarina,-26.2579,-48.6344
4575,São Gabriel,Rio Grande do Sul,-30.3337,-54.3217
4576,São Gabriel,Bahia,-11.2175,-41.8843
4577,São Gabriel da Cachoeira,Amazonas,-0.11909,-67.084
4578,São Gabriel da Palha,Espírito Santo,-19.0182,-40.5365
4579,São Gabriel do Oeste,Mato Grosso do Sul,-19.3889,-54.5507
4580,São Geraldo,Minas Gerais,-20.9252,-42.8364
4581,São Geraldo da Piedade,Minas Gerais,-18.8411,-42.2867
4582,São Geraldo do Araguaia,Pará,-6.39471,-48.5592
4583,São Geraldo do Baixio,Minas Gerais,-18.9097,-41.363
4584,São Gonçalo,Rio de Janeiro,-22.8268,-43.0634
4585,São Gonçalo do Abaeté,Minas Gerais,-18.3315,-45.8265
4586,São Gonçalo do Amarante,Ceará,-3.60515,-38.9726
4587,São Gonçalo do Amarante,Rio Grande do Norte,-5.79068,-35.3257
4588,São Gonçalo do Gurguéia,Piauí,-10.0319,-45.3092
4589,São Gonçalo do Pará,Minas Gerais,-19.9822,-44.8593
4590,São Gonçalo do Piauí,Piauí,-5.99393,-42.7095
4591,São Gonçalo do Rio Abaixo,Minas Gerais,-19.8221,-43.366
4592,São Gonçalo do Rio Preto,Minas Gerais,-18.0025,-43.3854
4593,São Gonçalo do Sapucaí,Minas Gerais,-21.8932,-45.5893
4594,São Gonçalo dos Campos,Bahia,-12.4331,-38.9663
4595,São Gotardo,Minas Gerais,-19.3087,-46.0465
4596,São Jerônimo,Rio Grande do Sul,-29.9716,-51.7251
4597,São Jerônimo da Serra,Paraná,-23.7218,-50.7475
4598,São João,Paraná,-25.8214,-52.7252
4599,São João,Pernambuco,-8.87576,-36.3653
4600,São João Batista,Santa Catarina,-27.2772,-48.8474
4601,São João Batista,Maranhão,-2.95398,-44.7953
4602,São João Batista do Glória,Minas Gerais,-20.635,-46.508
4603,São João d'Aliança,Goiás,-14.7048,-47.5228
4604,São João da Baliza,Roraima,0.951659,-59.9133
4605,São João da Barra,Rio de Janeiro,-21.638,-41.0446
4606,São João da Boa Vista,São Paulo,-21.9707,-46.7944
4607,São João da Canabrava,Piauí,-6.81203,-41.3415
4608,São João da Fronteira,Piauí,-3.95497,-41.2569
4609,São João da Lagoa,Minas Gerais,-16.8455,-44.3507
4610,São João da Mata,Minas Gerais,-21.928,-45.9297
4611,São João da Paraúna,Goiás,-16.8126,-50.4092
4612,São João da Ponta,Pará,-0.857885,-47.918
4613,São João da Ponte,Minas Gerais,-15.9271,-44.0096
4614,São João da Serra,Piauí,-5.51081,-41.8923
4615,São João da Urtiga,Rio Grande do Sul,-27.8195,-51.8257
4616,São João da Varjota,Piauí,-6.94082,-41.8889
4617,São João das Duas Pontes,São Paulo,-20.3879,-50.3792
4618,São João das Missões,Minas Gerais,-14.8859,-44.0922
4619,São João de Iracema,São Paulo,-20.5111,-50.3561
4620,São João de Meriti,Rio de Janeiro,-22.8058,-43.3729
4621,São João de Pirabas,Pará,-0.780222,-47.181
4622,São João del Rei,Minas Gerais,-21.1311,-44.2526
4623,São João do Araguaia,Pará,-5.36334,-48.7926
4624,São João do Arraial,Piauí,-3.8186,-42.4459
4625,São João do Caiuá,Paraná,-22.8535,-52.3411
4626,São João do Cariri,Paraíba,-7.38168,-36.5345
4627,São João do Carú,Maranhão,-3.5503,-46.2507
4628,São João do Itaperiú,Santa Catarina,-26.6213,-48.7683
4629,São João do Ivaí,Paraná,-23.9833,-51.8215
4630,São João do Jaguaribe,Ceará,-5.27516,-38.2694
4631,São João do Manhuaçu,Minas Gerais,-20.3933,-42.1533
4632,São João do Manteninha,Minas Gerais,-18.723,-41.1628
4633,São João do Oeste,Santa Catarina,-27.0984,-53.5977
4634,São João do Oriente,Minas Gerais,-19.3384,-42.1575
4635,São João do Pacuí,Minas Gerais,-16.5373,-44.5134
4636,São João do Paraíso,Maranhão,-6.45634,-47.0594
4637,São João do Paraíso,Minas Gerais,-15.3168,-42.0213
4638,São João do Pau d'Alho,São Paulo,-21.2662,-51.6672
4639,São João do Piauí,Piauí,-8.35466,-42.2559
4640,São João do Polêsine,Rio Grande do Sul,-29.6194,-53.4439
4641,São João do Rio do Peixe,Paraíba,-6.72195,-38.4468
4642,São João do Sabugi,Rio Grande do Norte,-6.71387,-37.2027
4643,São João do Soter,Maranhão,-5.10821,-43.8163
4644,São João do Sul,Santa Catarina,-29.2154,-49.8094
4645,São João do Tigre,Paraíba,-8.07703,-36.8547
4646,São João do Triunfo,Paraná,-25.683,-50.2949
4647,São João dos Patos,Maranhão,-6.4934,-43.7036
4648,São João Evangelista,Minas Gerais,-18.548,-42.7655
4649,São João Nepomuceno,Minas Gerais,-21.5381,-43.0069
4650,São Joaquim,Santa Catarina,-28.2887,-49.9457
4651,São Joaquim da Barra,São Paulo,-20.5812,-47.8593
4652,São Joaquim de Bicas,Minas Gerais,-20.048,-44.2749
4653,São Joaquim do Monte,Pernambuco,-8.43196,-35.8035
4654,São Jorge,Rio Grande do Sul,-28.4984,-51.7064
4655,São Jorge do Ivaí,Paraná,-23.4336,-52.2929
4656,São Jorge do Patrocínio,Paraná,-23.7647,-53.8823
4657,São José,Santa Catarina,-27.6136,-48.6366
4658,São José da Barra,Minas Gerais,-20.7178,-46.313
4659,São José da Bela Vista,São Paulo,-20.5935,-47.6424
4660,São José da Boa Vista,Paraná,-23.9122,-49.6577
4661,São José da Coroa Grande,Pernambuco,-8.88937,-35.1515
4662,São José da Lagoa Tapada,Paraíba,-6.93646,-38.1622
4663,São José da Laje,Alagoas,-9.01278,-36.0515
4664,São José da Lapa,Minas Gerais,-19.6971,-43.9586
4665,São José da Safira,Minas Gerais,-18.3243,-42.1431
4666,São José da Tapera,Alagoas,-9.55768,-37.3831
4667,São José da Varginha,Minas Gerais,-19.7006,-44.556
4668,São José da Vitória,Bahia,-15.0787,-39.3437
4669,São José das Missões,Rio Grande do Sul,-27.7789,-53.1226
4670,São José das Palmeiras,Paraná,-24.8369,-54.0572
4671,São José de Caiana,Paraíba,-7.24636,-38.2989
4672,São José de Espinharas,Paraíba,-6.83974,-37.3214
4673,São José de Mipibu,Rio Grande do Norte,-6.0773,-35.2417
4674,São José de Piranhas,Paraíba,-7.1187,-38.502
4675,São José de Princesa,Paraíba,-7.73633,-38.0894
4676,São José de Ribamar,Maranhão,-2.54704,-44.0597
4677,São José de Ubá,Rio de Janeiro,-21.3661,-41.9511
4678,São José do Alegre,Minas Gerais,-22.3243,-45.5258
4679,São José do Barreiro,São Paulo,-22.6414,-44.5774
4680,São José do Belmonte,Pernambuco,-7.85723,-38.7577
4681,São José do Bonfim,Paraíba,-7.1607,-37.3036
4682,São José do Brejo do Cruz,Paraíba,-6.21054,-37.3601
4683,São José do Calçado,Espírito Santo,-21.0274,-41.6636
4684,São José do Campestre,Rio Grande do Norte,-6.31087,-35.7067
4685,São José do Cedro,Santa Catarina,-26.4561,-53.4955
4686,São José do Cerrito,Santa Catarina,-27.6602,-50.5733
4687,São José do Divino,Minas Gerais,-18.4793,-41.3907
4688,São José do Divino,Piauí,-3.81411,-41.8308
4689,São José do Egito,Pernambuco,-7.46945,-37.274
4690,São José do Goiabal,Minas Gerais,-19.9214,-42.7035
4691,São José do Herval,Rio Grande do Sul,-29.052,-52.295
4692,São José do Hortêncio,Rio Grande do Sul,-29.528,-51.245
4693,São José do Inhacorá,Rio Grande do Sul,-27.7251,-54.1275
4694,São José do Jacuípe,Bahia,-11.4137,-39.8669
4695,São José do Jacuri,Minas Gerais,-18.281,-42.6729
4696,São José do Mantimento,Minas Gerais,-20.0058,-41.7486
4697,São José do Norte,Rio Grande do Sul,-32.0151,-52.0331
4698,São José do Ouro,Rio Grande do Sul,-27.7707,-51.5966
4699,São José do Peixe,Piauí,-7.48554,-42.5672
4700,São José do Piauí,Piauí,-6.87194,-41.4731
4701,São José do Povo,Mato Grosso,-16.4549,-54.2487
4702,São José do Rio Claro,Mato Grosso,-13.4398,-56.7218
4703,São José do Rio Pardo,São Paulo,-21.5953,-46.8873
4704,São José do Rio Preto,São Paulo,-20.8113,-49.3758
4705,São José do Sabugi,Paraíba,-6.76295,-36.7972
4706,São José do Seridó,Rio Grande do Norte,-6.44002,-36.8746
4707,São José do Sul,Rio Grande do Sul,-29.5448,-51.4821
4708,São José do Vale do Rio Preto,Rio de Janeiro,-22.1525,-42.9327
4709,São José do Xingu,Mato Grosso,-10.7982,-52.7486
4710,São José dos Ausentes,Rio Grande do Sul,-28.7476,-50.0677
4711,São José dos Basílios,Maranhão,-5.05493,-44.5809
4712,São José dos Campos,São Paulo,-23.1896,-45.8841
4713,São José dos Cordeiros,Paraíba,-7.38775,-36.8085
4714,São José dos Pinhais,Paraná,-25.5313,-49.2031
4715,São José dos Quatro Marcos,Mato Grosso,-15.6276,-58.1772
4716,São José dos Ramos,Paraíba,-7.25238,-35.3725
4717,São Julião,Piauí,-7.08391,-40.8246
4718,São Leopoldo,Rio Grande do Sul,-29.7545,-51.1498
4719,São Lourenço,Minas Gerais,-22.1166,-45.0506
4720,São Lourenço da Mata,Pernambuco,-8.00684,-35.0124
4721,São Lourenço da Serra,São Paulo,-23.8491,-46.9432
4722,São Lourenço do Piauí,Piauí,-9.16463,-42.5496
4723,São Lourenço do Sul,Rio Grande do Sul,-31.3564,-51.9715
4724,São Ludgero,Santa Catarina,-28.3144,-49.1806
4725,São Luís,Maranhão,-2.53874,-44.2825
4726,São Luís de Montes Belos,Goiás,-16.5211,-50.3726
4727,São Luís do Curu,Ceará,-3.66976,-39.2391
4728,São Luis do Piauí,Piauí,-6.81936,-41.3175
4729,São Luís do Quitunde,Alagoas,-9.31816,-35.5606
4730,São Luís Gonzaga do Maranhão,Maranhão,-4.38541,-44.6654
4731,São Luiz,Roraima,1.01019,-60.0419
4732,São Luiz do Norte,Goiás,-14.8608,-49.3285
4733,São Luiz Gonzaga,Rio Grande do Sul,-28.412,-54.9559
4734,São Mamede,Paraíba,-6.92386,-37.0954
4735,São Manoel do Paraná,Paraná,-23.3941,-52.6454
4736,São Manuel,São Paulo,-22.7321,-48.5723
4737,São Marcos,Rio Grande do Sul,-28.9677,-51.0696
4738,São Martinho,Santa Catarina,-28.1609,-48.9867
4739,São Martinho,Rio Grande do Sul,-27.7112,-53.9699
4740,São Martinho da Serra,Rio Grande do Sul,-29.5397,-53.859
4741,São Mateus,Espírito Santo,-18.7214,-39.8579
4742,São Mateus do Maranhão,Maranhão,-4.03736,-44.4707
4743,São Mateus do Sul,Paraná,-25.8677,-50.384
4744,São Miguel,Rio Grande do Norte,-6.20283,-38.4947
4745,São Miguel Arcanjo,São Paulo,-23.8782,-47.9935
4746,São Miguel da Baixa Grande,Piauí,-5.85646,-42.1934
4747,São Miguel da Boa Vista,Santa Catarina,-26.687,-53.2511
4748,São Miguel das Matas,Bahia,-13.0434,-39.4578
4749,São Miguel das Missões,Rio Grande do Sul,-28.556,-54.5559
4750,São Miguel de Taipu,Paraíba,-7.24764,-35.2016
4751,São Miguel do Aleixo,Sergipe,-10.3847,-37.3836
4752,São Miguel do Anta,Minas Gerais,-20.7067,-42.7174
4753,São Miguel do Araguaia,Goiás,-13.2731,-50.1634
4754,São Miguel do Fidalgo,Piauí,-7.59713,-42.3676
4755,São Miguel do Guamá,Pará,-1.61307,-47.4784
4756,São Miguel do Guaporé,Rondônia,-11.6953,-62.7192
4757,São Miguel do Iguaçu,Paraná,-25.3492,-54.2405
4758,São Miguel do Oeste,Santa Catarina,-26.7242,-53.5163
4759,São Miguel do Passa Quatro,Goiás,-17.0582,-48.662
4760,São Miguel do Tapuio,Piauí,-5.49729,-41.3165
4761,São Miguel do Tocantins,Tocantins,-5.56305,-47.5743
4762,São Miguel dos Campos,Alagoas,-9.78301,-36.0971
4763,São Miguel dos Milagres,Alagoas,-9.26493,-35.3763
4764,São Nicolau,Rio Grande do Sul,-28.1834,-55.2654
4765,São Patrício,Goiás,-15.35,-49.818
4766,São Paulo,São Paulo,-23.5329,-46.6395
4767,São Paulo das Missões,Rio Grande do Sul,-28.0195,-54.9404
4768,São Paulo de Olivença,Amazonas,-3.47292,-68.9646
4769,São Paulo do Potengi,Rio Grande do Norte,-5.8994,-35.7642
4770,São Pedro,São Paulo,-22.5483,-47.9096
4771,São Pedro,Rio Grande do Norte,-5.90559,-35.6317
4772,São Pedro da Água Branca,Maranhão,-5.08472,-48.4291
4773,São Pedro da Aldeia,Rio de Janeiro,-22.8429,-42.1026
4774,São Pedro da Cipa,Mato Grosso,-16.0109,-54.9176
4775,São Pedro da Serra,Rio Grande do Sul,-29.4193,-51.5134
4776,São Pedro da União,Minas Gerais,-21.131,-46.6123
4777,São Pedro das Missões,Rio Grande do Sul,-27.7706,-53.2513
4778,São Pedro de Alcântara,Santa Catarina,-27.5665,-48.8048
4779,São Pedro do Butiá,Rio Grande do Sul,-28.1243,-54.8926
4780,São Pedro do Iguaçu,Paraná,-24.9373,-53.8521
4781,São Pedro do Ivaí,Paraná,-23.8634,-51.8568
4782,São Pedro do Paraná,Paraná,-22.8239,-53.2241
4783,São Pedro do Piauí,Piauí,-5.92078,-42.7192
4784,São Pedro do Suaçuí,Minas Gerais,-18.3609,-42.5981
4785,São Pedro do Sul,Rio Grande do Sul,-29.6202,-54.1855
4786,São Pedro do Turvo,São Paulo,-22.7453,-49.7428
4787,São Pedro dos Crentes,Maranhão,-6.82389,-46.5319
4788,São Pedro dos Ferros,Minas Gerais,-20.1732,-42.5251
4789,São Rafael,Rio Grande do Norte,-5.79791,-36.8778
4790,São Raimundo das Mangabeiras,Maranhão,-7.02183,-45.4809
4791,São Raimundo do Doca Bezerra,Maranhão,-5.11053,-45.0696
4792,São Raimundo Nonato,Piauí,-9.01241,-42.6987
4793,São Roberto,Maranhão,-5.0231,-45.001
4794,São Romão,Minas Gerais,-16.3641,-45.0749
4795,São Roque,São Paulo,-23.5226,-47.1357
4796,São Roque de Minas,Minas Gerais,-20.249,-46.3639
4797,São Roque do Canaã,Espírito Santo,-19.7411,-40.6526
4798,São Salvador do Tocantins,Tocantins,-12.7458,-48.2352
4799,São Sebastião,Alagoas,-9.93043,-36.559
4800,São Sebastião,São Paulo,-23.7951,-45.4143
4801,São Sebastião da Amoreira,Paraná,-23.4656,-50.7625
4802,São Sebastião da Bela Vista,Minas Gerais,-22.1583,-45.7546
4803,São Sebastião da Boa Vista,Pará,-1.71597,-49.5249
4804,São Sebastião da Grama,São Paulo,-21.7041,-46.8208
4805,São Sebastião de Lagoa de Roça,Paraíba,-7.11034,-35.8678
4806,São Sebastião do Alto,Rio de Janeiro,-21.9578,-42.1328
4807,São Sebastião do Anta,Minas Gerais,-19.5064,-41.985
4808,São Sebastião do Caí,Rio Grande do Sul,-29.5885,-51.3749
4809,São Sebastião do Maranhão,Minas Gerais,-18.0873,-42.5659
4810,São Sebastião do Oeste,Minas Gerais,-20.2758,-45.0063
4811,São Sebastião do Paraíso,Minas Gerais,-20.9167,-46.9837
4812,São Sebastião do Passé,Bahia,-12.5123,-38.4905
4813,São Sebastião do Rio Preto,Minas Gerais,-19.2959,-43.1757
4814,São Sebastião do Rio Verde,Minas Gerais,-22.2183,-44.9761
4815,São Sebastião do Tocantins,Tocantins,-5.26131,-48.2021
4816,São Sebastião do Uatumã,Amazonas,-2.55915,-57.8731
4817,São Sebastião do Umbuzeiro,Paraíba,-8.15289,-37.0138
4818,São Sepé,Rio Grande do Sul,-30.1643,-53.5603
4819,São Simão,Goiás,-18.996,-50.547
4820,São Simão,São Paulo,-21.4732,-47.5518
4821,São Tiago,Minas Gerais,-20.9075,-44.5098
4822,São Tomás de Aquino,Minas Gerais,-20.7791,-47.0962
4823,São Tomé,Rio Grande do Norte,-5.96404,-36.0798
4824,São Tomé,Paraná,-23.5349,-52.5901
4825,São Valentim,Rio Grande do Sul,-27.5583,-52.5237
4826,São Valentim do Sul,Rio Grande do Sul,-29.0451,-51.7684
4827,São Valério do Sul,Rio Grande do Sul,-27.7906,-53.9368
